SORT1,SORT2,이름,주소,광역(특별)시/도,시/군/구,도로명,위도 경도,비고
애견 카페,실내,하우스오브바두기 애견카페,경기도 김포시 양촌읍 김포한강4로 284,경기도,김포시,양촌읍 김포한강4로 284,POINT (126.6517639 37.651955),
애견 카페,실내,바닐라브릭 애견카페,경기도 남양주시 와부읍 궁촌로 167-7,경기도,남양주시,와부읍 궁촌로 167-7,POINT (127.2438802 37.58095909999999),
애견 카페,실내,케니독 애견카페,경기도 남양주시 평내로29번안길 10-9 1층,경기도,남양주시,평내로29번안길 10-9 1층,POINT (127.23379 37.6454003),
애견 카페,실내,작은벗 애견카페,경기도 동두천시 동두천로 111 4층,경기도,동두천시,동두천로 111 4층,POINT (127.0546173 37.8913371),
애견 카페,실내,BAD DOG 애견카페,경기도 동두천시 평화로 2357,경기도,동두천시,평화로 2357,POINT (127.0574048 37.898134),
애견 카페,실내,뽀독 애견카페,경기도 부천시 소삼로 47-1 푸르지오 아파트 상가 125호,경기도,부천시,소삼로 47-1 푸르지오 아파트 상가 125호,POINT (126.7971195 37.4787574),
애견 카페,실내,우다다멍,경기도 부천시 양지로 208 지음파라자 404호,경기도,부천시,양지로 208 지음파라자 404호,POINT (126.8241333 37.467344),
애견 카페,실내,우드앤도그 애견카페,경기도 부천시 오정로252번길 38,경기도,부천시,오정로252번길 38,POINT (126.7883012 37.5291818),
애견 카페,실내,함께할개사랑할개 애견카페,경기도 부천시 중동로262번길 38 화이트몰202호,경기도,부천시,중동로262번길 38 화이트몰202호,POINT (126.7709863 37.5025883),
애견 카페,실내,공감&펫 애견카페,경기도 성남시 분당구 금곡로23번길 11-3 1층,경기도,성남시,분당구 금곡로23번길 11-3 1층,POINT (127.1111507 37.3445722),
애견 카페,실내,랩독 애견카페,경기도 성남시 분당구 미금일로90번길 16 101호,경기도,성남시,분당구 미금일로90번길 16 101호,POINT (127.1100682 37.34735740000001),
애견 카페,실내,리베댕 애견카페,경기도 성남시 수정구 위례광장로 34 5a113호,경기도,성남시,수정구 위례광장로 34 5a113호,POINT (127.1410527 37.4666468),
애견 카페,실내,멍브로 애견카페,경기도 성남시 수정구 수정로 179 2층,경기도,성남시,수정구 수정로 179 2층,POINT (127.1396758 37.4434054),
애견 카페,실내,모찌네호캉스 애견카페,경기도 성남시 중원구 산성대로 202 성남빌딩 4층,경기도,성남시,중원구 산성대로 202 성남빌딩 4층,POINT (127.1409763 37.43705619999999),
애견 카페,실내,아이보리독 애견카페,경기도 성남시 수정구 위례광장로 36 4a-103,경기도,성남시,수정구 위례광장로 36 4a-103,POINT (127.1415869 37.4684786),
애견 카페,실내,올리브펫 애견카페,경기도 성남시 분당구 매화로 14 탑마을 주공8단지 근린상가 207호,경기도,성남시,매화로 14 탑마을 주공8단지 근린상가 207호,POINT (127.1342861 37.4087408),
애견 카페,실내,펫아일럿 애견카페,경기도 성남시 수정구 수정로 192,경기도,성남시,수정구 수정로 192,POINT (127.1412814 37.4434839),
애견 카페,실내,휴독 애견카페,경기도 성남시 분당구 서현로439번길 19,경기도,성남시,분당구 서현로439번길 19,POINT (127.1458103 37.37538219999999),
애견 카페,실내,개소리 애견카페,경기도 수원시 영통구 반달로7번길 16 이폴리스빌딩 5층,경기도,수원시,영통구 반달로7번길 16 이폴리스빌딩 5층,POINT (127.0743758 37.252615),
애견 카페,실내,까로맘 애견카페,경기도 수원시 장안구 경수대로 893 외야 2층,경기도,수원시,장안구 경수대로 893 외야 2층,POINT (127.0102416 37.2989326),
애견 카페,실내,놀다가개 수원,경기도 수원시 권선구 세권로 175 2층,경기도,수원시,권선구 세권로 175 2층,POINT (127.0233896 37.2560134),
애견 카페,실내,다독다독 수원 애견카페,경기도 수원시 영통구 매영로 426 1층,경기도,수원시,영통구 매영로 426 1층,POINT (127.0781561 37.2484012),
애견 카페,실내,랄라펫 애견카페,경기도 수원시 장안구 경수대로 1071,경기도,수원시,장안구 경수대로 1071,POINT (126.9950757 37.30865989999999),
애견 카페,실내,바로나도 수원영통점 애견카페,경기도 수원시 영통구 청명로21번길 16 세원빌딩 5층,경기도,수원시,영통구 청명로21번길 16 세원빌딩 5층,POINT (127.0794381 37.2502233),
애견 카페,실내,산책 수원 애견카페,경기도 수원시 권선구 오목천로 16 나동,경기도,수원시,권선구 오목천로 16 나동,POINT (126.9641488 37.2399203),
애견 카페,실내,아리엘언니 애견카페,경기도 수원시 권선구 곡선로49번길 12 3층,경기도,수원시,권선구 곡선로49번길 12 3층,POINT (127.0303398 37.2392616),
애견 카페,실내,애견카페왈,경기도 수원시 권선구 곡선로50번길 5-3 4층,경기도,수원시,권선구 곡선로50번길 5-3 4층,POINT (127.0299322 37.2385293),
애견 카페,실내,양코치 애견카페,경기도 수원시 영통구 인계로 239 성일프라자,경기도,수원시,영통구 인계로 239 성일프라자,POINT (127.0447939 37.2647232),
애견 카페,실내,언니네 애견카페,경기도 수원시 영통구 동수원로 542-49,경기도,수원시,영통구 동수원로 542-49,POINT (127.0523108 37.2741657),
애견 카페,실내,이뻐해줄개 애견카페,경기도 수원시 팔달구 인계로68번길 6,경기도,수원시,팔달구 인계로68번길 6,POINT (127.0248159 37.2686683),
애견 카페,실내,초코우유 애견카페,경기도 수원시 권선구 효원로256번길 23 2층,경기도,수원시,권선구 효원로256번길 23 2층,POINT (127.0293945 37.2608538),
애견 카페,실내,카페도기 애견카페,경기도 수원시 영통구 대학1로8번길 23,경기도,수원시,영통구 대학1로8번길 23,POINT (127.043182 37.297827),
애견 카페,실내,개정촌 애견카페,경기도 시흥시 중심상가3길 11 그린프라자(중심상가1길 7),경기도,시흥시,중심상가 3길 11 그린프라자(중심상가1길 7),POINT (126.7656482 37.3483693),
애견 카페,실내,너와 함개 애견카페,경기도 시흥시 은계중앙로 250 4층,경기도,시흥시,은계중앙로 250 4층,POINT (126.8039982 37.4462282),
애견 카페,실내,달과별 애견카페,경기도 시흥시 은계번영길 28 4층,경기도,시흥시,은계번영길 28 4층,POINT (126.802865 37.4368312),
애견 카페,실내,메종드로이,경기도 시흥시 목감전원로 32 3층,경기도,시흥시,목감전원로 32 3층,POINT (126.8431737 37.3769475),
애견 카페,실내,사랑스럽개,경기도 시흥시 서울특별시대학로278번길 61 s동 3층 303호,경기도,시흥시,서울대학로 278번길 61 S동 3층 303호,POINT (126.7307493 37.3682735),
애견 카페,실내,신나개놀개 애견카페,경기도 시흥시 서울특별시대학로278번길 21 4층,경기도,시흥시,서울대학로 278번길 21 4층,POINT (126.7280039 37.3695597),
애견 카페,실내,가나펫,경기도 안산시 단원구 중앙대로 899 롯데프라자 1층,경기도,안산시,단원구 중앙대로 899 롯데프라자 1층,POINT (126.8363924 37.31725100000001),
애견 카페,실내,개날라리 애견카페,경기도 안산시 상록구 시낭로 37 2층,경기도,안산시,상록구 시낭로 37 2층,POINT (126.8539543 37.3346715),
애견 카페,실내,개더링 애견카페,경기도 안산시 단원구 광덕대로 161 206호,경기도,안산시,단원구 광덕대로 161 206호,POINT (126.8291003 37.3109591),
애견 카페,실내,댕블리 애견카페,경기도 안산시 단원구 고잔2길 45 401호 더바디샵 K헤어 건물,경기도,안산시,단원구 고잔2길 45 401호 더바디샵 K헤어 건물,POINT (126.8360893 37.3178788),
애견 카페,실내,얼렁오시개 애견카페,경기도 안산시 단원구 화랑로 103 라성종합상가 C동 307호,경기도,안산시,단원구 화랑로 103 라성종합상가 C동 307호,POINT (126.8008523 37.3271917),
애견 카페,실내,오독스 애견카페,경기도 안양시 만안구 장내로149번길 30 3층,경기도,안양시,만안구 장내로149번길 30 3층,POINT (126.9232158 37.3995176),
애견 카페,실내,위드독 애견카페,경기도 안양시 만안구 예술공원로 196 세븐일레븐2층,경기도,안양시,예술공원로 196 세븐일레븐2층,POINT (126.9275782 37.4196631),
애견 카페,실내,헤이브로 안양 애견카페,경기도 안양시 만안구 경수대로 1230 4층,경기도,안양시,만안구 경수대로 1230 4층,POINT (126.9122374 37.418111),
애견 카페,실내,힐링주 애견카페,경기도 안양시 동안구 시민대로327번길 6 6층 608호,경기도,안양시,동안구 시민대로 327번길 6 6층 608호,POINT (126.9670495 37.3965824),
애견 카페,실내,강아지공간 애견카페,경기도 용인시 수지구 용구대로 2769 코디빌딩 2층,경기도,용인시,수지구 용구대로 2769 코디빌딩 2층,POINT (127.1086498 37.3328187),
애견 카페,실내,달달하개 애견카페,경기도 용인시 처인구 명지로16번길 9-11 YB테라스 2층 202호,경기도,용인시,처인구 명지로16번길 9-11 YB테라스 2층 202호,POINT (127.1871445 37.2334192),
애견 카페,실내,마인드몽 애견카페,경기도 용인시 수지구 현암로 165 에이스프라자 201호,경기도,용인시,수지구 현암로 165 에이스프라자 201호,POINT (127.1275091 37.3317498),
애견 카페,실내,멍블리 애견카페,경기도 용인시 기흥구 동백5로 21-5 4층 401호,경기도,용인시,기흥구 동백5로 21-5 4층 401호,POINT (127.1520851 37.27683259999999),
애견 카페,실내,애견카페,경기도 용인시 수지구 수지로 119 데이파크 3층,경기도,용인시,수지구 수지로 119 데이파크 3층,POINT (127.0791763 37.3130927),
애견 카페,실내,콜론독 애견카페,경기도 용인시 처인구 명지로60번길 8-10 광장프라자 4층,경기도,용인시,처인구 명지로60번길 8-10 광장프라자 4층,POINT (127.1878869 37.2316431),
애견 카페,실내,큐티멍 애견카페,경기도 용인시 수지구 신봉2로 94-19,경기도,용인시,수지구 신봉2로 94-19,POINT (126.9041587 37.5270172),
애견 카페,실내,푸름 피크닉 애견카페,경기도 용인시 처인구 명지로 216 1층 ~ 4층,경기도,용인시,처인구 명지로 216 1층 ~ 4층,POINT (127.1986795 37.2258298),
애견 카페,실내,뉴욕도그랜드 애견카페,경기도 의정부시 오목로225번길 105,경기도,의정부시,오목로225번길 105,POINT (127.117774 37.7480185),
애견 카페,실내,다양하개 애견카페,경기도 의정부시 평화로 564,경기도,의정부시,평화로 564,POINT (127.0470182 37.7422967),
애견 카페,실내,레삐 애견카페,경기도 의정부시 평화로 571-1,경기도,의정부시,평화로 571-1,POINT (127.0463671 37.7429897),
애견 카페,실내,비어마이독,경기도 의정부시 호국로 1308 2층,경기도,의정부시,호국로 1308 2층,POINT (127.0494717 37.7434254),
애견 카페,실내,오시개 애견카페,경기도 의정부시 시민로121번길 54,경기도,의정부시,시민로 121번길 54,POINT (127.0500295 37.7406064),
애견 카페,실내,커피앤퍼피 애견카페,경기도 의정부시 오목로225번길 24-12,경기도,의정부시,오목로225번길 24-12,POINT (127.0987803 37.7469559),
애견 카페,실내,쿤짱 애견카페,경기도 의정부시 행복로 44 2층,경기도,의정부시,행복로 44 2층,POINT (127.0496543 37.74022220000001),
애견 카페,실내,왈왈 애견카페,경기도 이천시 영창로 206 2층,경기도,이천시,영창로 206 2층,POINT (127.4453814 37.2807741),
애견 카페,실내,마리앤독 애견카페,서울특별시 중랑구 중랑역로 122 3층,경기도,중랑구,중랑구 중랑역로 122 3층,POINT (127.0774689 37.6041647),
애견 카페,실내,멍스테이 애견카페,서울특별시 중랑구 신내로 58 2층,경기도,중랑구,중랑구 신내로 58 2층,POINT (127.0956975 37.6043103),
애견 카페,실내,견고하개 애견카페,경기도 파주시 미래로602번길 31 2층,경기도,파주시,미래로602번길 31 2층,POINT (126.752128 37.7316175),
애견 카페,실내,슈슈멍 애견카페,경기도 파주시 청암로48번길 8-21 1층,경기도,파주시,청암로48번길 8-21 1층,POINT (126.7364688 37.73228),
애견 카페,실내,애지중지 애견카페,경기도 파주시 청암로17번길 35,경기도,파주시,청암로17번길 35,POINT (126.7360712 37.7290806),
애견 카페,실내,으르렁 애견카페,경기도 파주시 미래로 369-59,경기도,파주시,미래로 369-59,POINT (126.7449375 37.711603),
애견 카페,실내,하루 애견카페,경기도 파주시 교하로 87,경기도,파주시,교하로 87,POINT (126.733817 37.7277301),
애견 카페,실내,개스타그램 애견카페,경기도 평택시 신장로 3 1층,경기도,평택시,신장로 3 1층,POINT (127.0544485 37.07898290000001),
애견 카페,실내,상남견 애견카페,경기도 평택시 서정역로36번길 107,경기도,평택시,서정역로36번길 107,POINT (127.0616331 37.0580674),
애견 카페,실내,쓰담쓰담 애견카페,경기도 평택시 평택로 81-1,경기도,평택시,평택로 81-1,POINT (127.0843564 36.99392),
애견 카페,실내,중독 애견카페,경기도 평택시 평택2로 12 2층,경기도,평택시,평택2로 12 2층,POINT (127.0880625 36.99241749999999),
애견 카페,실내,쿠루 애견카페,경기도 평택시 고덕면 고덕여염5길 50 1층 102호,경기도,평택시,고덕면 고덕여염5길 50 1층 102호,POINT (127.0425077 37.037481),
애견 카페,실내,너와함개냥 애견카페,경기도 포천시 군내면 포천로 1070-2,경기도,포천시,군내면 포천로 1070-2,POINT (127.2026517 37.860277),
애견 카페,실내,마리스 애견카페,경기도 하남시 미사강변한강로 270-1 165호,경기도,하남시,미사강변한강로 270-1 165호,POINT (127.1967127 37.5658098),
애견 카페,실내,배추야놀자,경기도 하남시 위례대로 190 1층,경기도,하남시,위례대로 190 1층,POINT (127.1482547 37.4786076),
애견 카페,실내,별빛개냥 애견카페,경기도 하남시 미사강변중앙로 157 리버테라스 1층 수변공원방향,경기도,하남시,미사강변중앙로 157 리버테라스 1층 수변공원방향,POINT (127.190722 37.56058299999999),
애견 카페,실내,세이멍 애견카페,경기도 하남시 미사강변동로84번길 39 3층,경기도,하남시,미사강변동로84번길 39 3층,POINT (127.1951591 37.5633879),
애견 카페,실내,캔디독 애견카페,경기도 하남시 미사강변중앙로 219 레이크힐 305호,경기도,하남시,미사강변중앙로 219 레이크힐 305호,POINT (127.1885507 37.566078),
애견 카페,실내,리츠펫 동탄능동점 애견카페,경기도 화성시 동탄지성로 142 에이앤비프라자 7층,경기도,화성시,동탄지성로 142 에이앤비프라자 7층,POINT (127.060133 37.20986129999999),
애견 카페,실내,빙고 애견카페,경기도 화성시 영통로 23,경기도,화성시,영통로 23,POINT (127.064202 37.2326867),
애견 카페,실내,페로하임 애견카페,경기도 화성시 효행로 1020,경기도,화성시,효행로 1020,POINT (127.0392816 37.2125343),
애견 카페,실내,플레이어스 애견카페,경기도 화성시 노작로1길 35-1,경기도,화성시,노작로1길 35-1,POINT (127.0789471 37.196435),
애견 카페,실내,하울링 애견카페,경기도 화성시 동탄순환대로29길 64 골든프라자 2층,경기도,화성시,동탄순환대로29길 64 골든프라자 2층,POINT (127.1089737 37.2035622),
애견 카페,실내,하이디펫 애견카페,경기도 화성시 동탄치동천로3길 17,경기도,화성시,동탄치동천로3길 17,POINT (127.1230532 37.20395600000001),
애견 카페,실내,허그독 애견카페,경기도 화성시 남양읍 남양시장로42번길 11-1,경기도,화성시,남양읍 남양,POINT (126.8142833 37.207878),
애견 카페,실내,강아지똥 애견카페,서울특별시 강남구 논현로115길 71,서울특별시,강남구,논현로115길 71,POINT (127.027185 37.50828659999999),
애견 카페,실내,글램독그라운드 삼성점,서울특별시 강남구 테헤란로83길 49,서울특별시,강남구,테헤란로83길 49,POINT (127.056374 37.5104971),
애견 카페,실내,다독인더씨티 애견카페,서울특별시 강남구 논현로101길 10,서울특별시,강남구,논현로101길 10,POINT (127.0340341 37.5045647),
애견 카페,실내,더왈츠 애견카페,서울특별시 강남구 역삼로 134 1층,서울특별시,강남구,역삼로 134 1층,POINT (127.0343027 37.4940724),
애견 카페,실내,멍돌핀 애견카페,서울특별시 강남구 강남대로120길 47 2층,서울특별시,강남구,강남대로120길 47 2층,POINT (127.02722 37.5079418),
애견 카페,실내,봉브라더스 애견카페,서울특별시 강남구 강남대로118길 39 2층,서울특별시,강남구,강남대로118길 39 2층,POINT (127.0262398 37.50730029999999),
애견 카페,실내,애니멀고파크 논현점,서울특별시 강남구 봉은사로47길 59,서울특별시,강남구,봉은사로47길 59,POINT (127.0397747 37.5135229),
애견 카페,실내,전설의강아지,서울특별시 강남구 선릉로115길 22,서울특별시,강남구,선릉로115길 22,POINT (127.0411376 37.5120274),
애견 카페,실내,레인바우 강동점 애견카페,서울특별시 강동구 고덕로10길 26 3층,서울특별시,강동구,고덕로10길 26 3층,POINT (127.1297746 37.55351419999999),
애견 카페,실내,뭉스벨리 애견카페,"서울특별시 강동구 천호대로 1045 2,3층",서울특별시,강동구,"천호대로 1045 2,3층",POINT (127.1266728 37.5380754),
애견 카페,실내,꽃보다개,서울특별시 강북구 한천로 1103,서울특별시,강북구,강북구 한천로 1103,POINT (127.0209171 37.643823),
애견 카페,실내,리리앤펫 애견카페,서울특별시 강북구 한천로131길 33 2층,서울특별시,강북구,강북구 한천로131길 33 2층,POINT (127.0268777 37.6378876),
애견 카페,실내,노블도그 애견카페,서울특별시 강서구 강서로 237 2층,서울특별시,강서구,강서로 237 2층,POINT (126.8358714 37.5468258),
애견 카페,실내,놀러오개 애견카페,서울특별시 강서구 까치산로 33 2층,서울특별시,강서구,까치산로 33 2층,POINT (126.843902 37.5426897),
애견 카페,실내,멍멍이다방 애견카페,서울특별시 강서구 화곡로 117-1 2층,서울특별시,강서구,화곡로 117-1 2층,POINT (126.834868 37.5404069),
애견 카페,실내,오늘도댕댕 애견카페,서울특별시 강서구 방화동로 59 2층,서울특별시,강서구,방화동로 59 2층,POINT (126.8120799 37.565787),
애견 카페,실내,왓더독 애견카페,서울특별시 강서구 양천로 344 대방디엠시티 1차 B동 219호,서울특별시,강서구,양천로 344 대방디엠,POINT (126.8400486 37.5700746),
애견 카페,실내,카카오독 애견카페,서울특별시 강서구 곰달래로60길 33 지층,서울특별시,강서구,곰달래로60길 33 지층,POINT (126.8632782 37.5307544),
애견 카페,실내,커멍커멍 애견카페,서울특별시 강서구 강서로 385 우성SB타워 10층,서울특별시,강서구,강서로 385 우성SB타워 10층,POINT (126.8383286 37.5601817),
애견 카페,실내,펫티 애견카페,서울특별시 강서구 공항대로 222 발산W타워Ⅱ 4층 403호,서울특별시,강서구,공항대로 222 발산W타워Ⅱ 4층 403호,POINT (126.8331073 37.5586645),
애견 카페,실내,OMW 애견카페,서울특별시 강서구 화곡로 194-26 1층,서울특별시,강서구,화곡로 194-26 1층,POINT (126.8426043 37.5419444),
애견 카페,실내,도그 인 시티,서울특별시 관악구 신림로 286 2층,서울특별시,관악구,신림로 286 2층,POINT (126.9309226 37.48006649999999),
애견 카페,실내,도그루프탑,서울특별시 관악구 봉천로 236 3층(신림동),서울특별시,관악구,봉천로 236 3층(신림동),POINT (126.9275346 37.48913),
애견 카페,실내,독특하개,서울특별시 관악구 신림동길 23-1 뉴코리아빌딩,서울특별시,관악구,신림동길 23-1 뉴코리아빌딩,POINT (126.926148 37.4868513),
애견 카페,실내,미어캣족장 애견카페,서울특별시 광진구 동일로20길 72 3층,서울특별시,광진구,동일로20길 72 3층,POINT (127.0674954 37.54021729999999),
애견 카페,실내,히릿 서울건대점 애견카페,서울특별시 광진구 광나루로 404 3층,서울특별시,광진구,광나루로 404 3층,POINT (127.074404 37.5469318),
애견 카페,실내,개편한카페 애견카페,서울특별시 금천구 금하로 726,서울특별시,금천구,금하로 726,POINT (126.9102521 37.4503296),
애견 카페,실내,놀면뭐하개,서울특별시 금천구 남부순환로 1390 4층,서울특별시,금천구,남부순환로 1390 4층,POINT (126.9051887 37.4797939),
애견 카페,실내,부띠끄멍수제간식  애견카페,서울특별시 금천구 시흥대로 291,서울특별시,금천구,시흥대로 291,POINT (126.8966191 37.4597003),
애견 카페,실내,도니바니 애견카페,서울특별시 노원구 상계로 71-1 2층,서울특별시,노원구,상계로 71-1 2층,POINT (127.0629736 37.6566014),
애견 카페,실내,루프독 애견카페,서울특별시 노원구 동일로 1027 5층,서울특별시,노원구,동일로 1027 5층,POINT (127.0738653 37.621786),
애견 카페,실내,카페멍스 애견카페,서울특별시 노원구 상계로5길 19,서울특별시,노원구,상계로5길 19,POINT (127.0635645 37.6569224),
애견 카페,실내,애니멀고파크 도봉점,서울특별시 도봉구 우이천로 296,서울특별시,도봉구,도봉구 우이천로 296,POINT (127.0296796 37.6441693),
애견 카페,실내,김바니네 애견카페,서울특별시 동대문구 전농로 36,서울특별시,동대문구,전농로 36,POINT (127.0574132 37.56796469999999),
애견 카페,실내,두젠틀 장승배기역점 애견카페,서울특별시 동작구 상도로 217-4,서울특별시,동작구,상도로 217-4,POINT (126.942865 37.5053806),
애견 카페,실내,배추공주와페키들의감성놀이터 애견카페,서울특별시 동작구 상도로58길 4 경원빌딩,서울특별시,동작구,상도로58길 4 경원빌딩,POINT (126.9530276 37.4958777),
애견 카페,실내,웰컴댕댕 애견카페,서울특별시 동작구 등용로 88 2층,서울특별시,동작구,등용로 88 2층,POINT (126.9323742 37.5090752),
애견 카페,실내,겨울이 머무는 집 애견카페,서울특별시 마포구 와우산로17길 19-5,서울특별시,마포구,와우산로17길 19-5,POINT (126.9218476 37.5499182),
애견 카페,실내,구름뜬하늘 애견카페,서울특별시 마포구 와우산로27길 21 2층,서울특별시,마포구,와우산로27길 21 2층,POINT (126.9271021 37.5541595),
애견 카페,실내,그냥 방실 애견카페,서울특별시 마포구 희우정로20길 71 1층,서울특별시,마포구,희우정로20길 71 1층,POINT (126.9041973 37.5562089),
애견 카페,실내,더귀여워 애견카페,서울특별시 마포구 와우산로17길 15,서울특별시,마포구,와우산로17길 15,POINT (126.9220952 37.5500187),
애견 카페,실내,써니네 애견카페,서울특별시 마포구 양화로18안길 16,서울특별시,마포구,양화로18안길 16,POINT (126.9254042 37.55668729999999),
애견 카페,실내,카페곳 애견카페,서울특별시 서대문구 홍제내2나길 2 2층 3층 루프탑,서울특별시,서대문구,홍제내2나길 2 2층 3층 루프탑,POINT (126.9364044 37.58480479999999),
애견 카페,실내,카페멈무이 애견카페,서울특별시 서대문구 간호대로 35 지하1층,서울특별시,서대문구,간호대로 35 지하1층,POINT (126.9472992 37.5969051),
애견 카페,실내,개랑놀아주는남자,서울특별시 서초구 사평대로56길 4 지하1층,서울특별시,서초구,사평대로56길 4 지하1층,POINT (127.0226821 37.5034333),
애견 카페,실내,동건's 애견카페,서울특별시 서초구 방배중앙로 157 대흥빌딩 a동 2층,서울특별시,서초구,방배중앙로 157 대흥빌딩 a동 2층,POINT (126.9862143 37.49310589999999),
애견 카페,실내,진쇼니샵 애견카페,서울특별시 서초구 강남대로97길 23 1층,서울특별시,서초구,강남대로97길 23 1층,POINT (127.0184576 37.5144235),
애견 카페,실내,강아지카페 카페개네,서울특별시 성북구 보문로34길 80 지층,서울특별시,성북구,보문로34길 80 지층,POINT (127.019693 37.591134),
애견 카페,실내,수피야카페 애견카페,서울특별시 송파구 송이로 202 1층 104호,서울특별시,송파구,송이로 202 1층 104호,POINT (127.128204 37.4898522),
애견 카페,실내,킨더독 애견카페,서울특별시 송파구 삼전로 53 뜨레피움 지하1층,서울특별시,송파구,삼전로 53 뜨레피움 지하1층,POINT (127.0872676 37.50385),
애견 카페,실내,개버랜드 목동 애견카페,"서울특별시 양천구 목동서로 349 센트럴프라자 2층 211,212호",서울특별시,양천구,"목동서로 349 센트럴프라자 2층 211,212호",POINT (127.2318563 37.2341889),
애견 카페,실내,네발로오시개 애견카페,서울특별시 양천구 신월로 164 208호,서울특별시,양천구,신월로 164 208호,POINT (126.8419947 37.5177016),
애견 카페,실내,카페멍 목동점 애견카페,서울특별시 양천구 오목로 337-10 소망빌딩 5층,서울특별시,양천구,오목로 337-10 소망빌딩 5층,POINT (126.8753593 37.5251801),
애견 카페,실내,페츠베리머치 애견카페,서울특별시 용산구 한강대로84길 20,서울특별시,용산구,한강대로84길 20,POINT (126.9736284 37.54358769999999),
애견 카페,실내,개상전 애견카페,서울특별시 은평구 통일로 727-5 3층,서울특별시,은평구,통일로 727-5 3층,POINT (126.9291737 37.6101863),
애견 카페,실내,디어도그 본점 애견카페,서울특별시 은평구 응암로12길 32-1,서울특별시,은평구,응암로12길 32-1,POINT (126.9199584 37.58679),
애견 카페,실내,런닝독 응암점 애견카페,서울특별시 은평구 가좌로 251 2층,서울특별시,은평구,가좌로 251 2층,POINT (126.9151403 37.5914186),
애견 카페,실내,메르시몽프레 애견카페,서울특별시 은평구 통일로 870 M타워 지층,서울특별시,은평구,통일로 870 M타워 지층,POINT (126.9204168 37.6206602),
애견 카페,실내,강아지대학로 애견카페,서울특별시 종로구 대학로12길 92 지하1층,서울특별시,종로구,대학로12길 92 지하1층,POINT (127.0036798 37.5800539),
애견 카페,실내,다시사랑받개 애견카페,서울특별시 중랑구 용마산로139나길 83 1층,서울특별시,중랑구,용마산로139나길 83 1층,POINT (127.1035868 37.6189303),
애견 카페,실내,독 블레스 유 애견카페,서울특별시 중랑구 봉화산로56길 46 2층,서울특별시,중랑구,봉화산로56길 46 2층,POINT (127.0982814 37.60642410000001),
애견 카페,실내,똥강아지 애견카페,서울특별시 중랑구 용마산로 248 6층 601호,서울특별시,중랑구,용마산로 248 6층 601호,POINT (127.0884742 37.5751565),
애견 카페,실내,달쯔커피앤펍,인천광역시 계양구 계양대로129번길 1 1층,인천광역시,계양구,계양대로129번길 1 1층,POINT (126.7222222 37.5352456),
애견 카페,실내,러블리독,인천광역시 계양구 장제로 731 성웅빌딩 201호,인천광역시,계양구,장제로 731 성웅빌딩 201호,POINT (126.7335607 37.53315759999999),
애견 카페,실내,도그아지트 애견카페,인천광역시 남동구 만수로111번길 29 2층,인천광역시,남동구,만수로111번길 29 2층,POINT (126.7369121 37.4654804),
애견 카페,실내,리틀독 애견카페,인천광역시 남동구 석산로184번길 1,인천광역시,남동구,석산로184번길 1,POINT (126.7125608 37.4604872),
애견 카페,실내,멍집사 애견카페,인천광역시 남동구 예술로 206 B동 302호,인천광역시,남동구,예술로 206 B동 302호,POINT (126.7019424 37.452387),
애견 카페,실내,새로쉼터 애견카페,인천광역시 남동구 포구로 73 B동 2층,인천광역시,남동구,포구로 73 B동 2층,POINT (126.7357043 37.40478999999999),
애견 카페,실내,파파독 애견카페,인천광역시 남동구 남동대로 906 대양빌딩 1층,인천광역시,남동구,남동대로 906 대양빌딩 1층,POINT (126.708485 37.46323950000001),
애견 카페,실내,포레스트펫 애견카페,인천광역시 남동구 소래역남로16번길 75 에코메트로더타워 2층,인천광역시,남동구,소래역남로16번길 75 에코메트로더타워 2층,POINT (126.7335738 37.3994689),
애견 카페,실내,개이득 애견카페,인천광역시 남동구 옹진군 영흥면 선재로 76-10 리틀미코노스 303동 101호,인천광역시,남동구 - 옹진군,영흥면 선재로 76-10 리틀미코노스 303동 101호,POINT (126.5317565 37.2353953),
애견 카페,실내,봉봉 인천 애견카페,인천광역시 미추홀구 경인로 25 숭의빌딩 302호,인천광역시,미추홀구,경인로 25 숭의빌딩 302호,POINT (126.6458269 37.46361299999999),
애견 카페,실내,엘빈 애견카페,인천광역시 미추홀구 한나루로 511,인천광역시,미추홀구,한나루로 511,POINT (126.6674798 37.4526402),
애견 카페,실내,피크닉애견카페,인천광역시 미추홀구 미추홀대로 533,인천광역시,미추홀구,미추홀대로 533,POINT (126.6785251 37.44497329999999),
애견 카페,실내,뛰뛰 강아지놀이터 애견카페,인천광역시 부평구 경원대로 1358-1 302호,인천광역시,부평구,경원대로 1358-1 302호,POINT (126.7197826 37.49097520000001),
애견 카페,실내,멍생멍사 애견카페,인천광역시 부평구 체육관로 14 삼성메디플러스 올리브영 건물 7층,인천광역시,부평구,체육관로 14 삼성메디플러스 올리브영 건물 7층,POINT (126.7330765 37.50834),
애견 카페,실내,쿠쿠네 애견카페,"인천광역시 부평구 부평문화로194번길 39 2, 3층",인천광역시,부평구,"부평문화로194번길 39 2, 3층",POINT (126.7368419 37.49194740000001),
애견 카페,실내,펫톡 애견카페,인천광역시 부평구 부평문화로 70-2 3층,인천광역시,부평구,부평문화로 70-2 3층,POINT (126.7239583 37.493766),
애견 카페,실내,프리독 애견카페,인천광역시 부평구 원적로 407 2층,인천광역시,부평구,원적로 407 2층,POINT (126.7116224 37.5039551),
